,state,crisis,p_crisis,p_state0,p_state1,p_state2,p_state3,p_state4,p_state5
2005-04-01,5,0,3.3450176892108405e-07,3.3450176892108405e-07,9.15995378183558e-07,3.792990478898206e-09,5.339049966613094e-05,0.0021808602725713814,0.9977644949373755
2005-05-01,5,0,4.940037773171252e-08,4.940037773171252e-08,3.6678303272314474e-07,1.4435463978967805e-10,2.6209744692309655e-05,0.0005087690155453397,0.9994646049122997
2005-06-01,5,0,6.245068794229223e-08,6.245068794229223e-08,4.993540235665809e-07,3.214928788585242e-11,1.4932017339213599e-05,0.0001471198381102355,0.9998373863080688
2005-07-01,5,0,1.125011000522915e-06,1.125011000522915e-06,8.42844596775138e-05,1.2453241726347383e-10,1.1291447782187824e-07,0.0005237496800656584,0.9993907278105466
2005-08-01,5,0,3.7086216684863674e-06,3.7086216684863674e-06,0.00010192229237746426,9.394589220823452e-08,5.60050991264468e-06,0.0034840895385674967,0.9964045850914982
2005-09-01,5,0,1.8246473371999812e-06,1.8246473371999812e-06,0.0002916719605551231,9.132069403347397e-09,1.8694552235272004e-06,0.00025199850483105795,0.9994526262997644
2005-10-01,5,0,1.0780313144389608e-06,1.0780313144389608e-06,3.5282035414593167e-06,8.889308675194514e-08,1.2182088767977897e-06,0.001712021114025068,0.9982820655489236
2005-11-01,5,0,2.450034565145881e-07,2.450034565145881e-07,0.00012190695994902356,5.667045262478105e-10,6.441549756693657e-06,0.00033325192520258085,0.9995381539947497
2005-12-01,5,0,3.1120156164693415e-07,3.1120156164693415e-07,0.00020776287987997466,5.596564456392192e-09,1.5953727214870283e-06,0.00011445348718097861,0.999675871461886
2006-01-01,5,0,3.5779317506326214e-07,3.5779317506326214e-07,4.33650863109712e-06,5.990486176422864e-08,1.0931082324152964e-06,0.0007203019007336787,0.9992738507841085
2006-02-01,5,0,1.1758780286920225e-06,1.1758780286920225e-06,1.7542598569056965e-06,6.649847042815109e-10,8.622790851963102e-06,0.0011586354265940664,0.998829810979907
2006-03-01,5,0,9.153740702115554e-07,9.153740702115554e-07,0.00011841709974656137,9.230632970526907e-10,3.0627994704723984e-06,0.0003817116022896888,0.9994958922011261
2006-04-01,5,0,7.593791531263468e-06,7.593791531263468e-06,0.0010726295566861907,2.8068744083654823e-08,3.706771903622975e-06,0.0001672754061414149,0.9987487664051145
2006-05-01,5,0,6.433954623779201e-06,6.433954623779201e-06,0.0032428169115279646,1.4305520756700549e-07,1.2599745992996786e-06,0.00025797470098929814,0.9964913714030752
2006-06-01,5,0,6.77220505629394e-07,6.77220505629394e-07,0.0009694623984659828,1.6551149581850636e-07,1.408987360730587e-06,7.20270686891323e-05,0.9989562588131404
2006-07-01,5,0,2.2069625893871867e-06,2.2069625893871867e-06,0.001446841967281139,2.6851976359923824e-07,2.2791769301664895e-06,0.0001991045206391363,0.9983492988531131
